game_id,season_id,season_type,stad_id,home_team_id,away_team_id,home_score,away_score,home_win,game_date,status
21401066,22014,Regular Season,s015,1610612763,1610612739,89 ,111 ,L,2015/3/25,Ended
21401067,22014,Regular Season,s018,1610612750,1610612747,99 ,101 ,L,2015/3/25,Ended
21401068,22014,Regular Season,s019,1610612740,1610612745,93 ,95 ,L,2015/3/25,Ended
21401069,22014,Regular Season,s008,1610612743,1610612755,85 ,99 ,L,2015/3/25,Ended
21401070,22014,Regular Season,s029,1610612762,1610612757,89 ,92 ,L,2015/3/25,Ended
21401071,22014,Regular Season,s027,1610612759,1610612760,130 ,91 ,W,2015/3/25,Ended
21401072,22014,Regular Season,s024,1610612756,1610612758,99 ,108 ,L,2015/3/25,Ended
21401073,22014,Regular Season,s017,1610612749,1610612754,111 ,107 ,W,2015/3/26,Ended
21401074,22014,Regular Season,s022,1610612753,1610612765,97 ,111 ,L,2015/3/27,Ended
21401075,22014,Regular Season,s023,1610612755,1610612746,98 ,119 ,L,2015/3/27,Ended
21401076,22014,Regular Season,s030,1610612764,1610612766,110 ,107 ,W,2015/3/27,Ended
21401077,22014,Regular Season,s001,1610612737,1610612748,99 ,86 ,W,2015/3/27,Ended
21401078,22014,Regular Season,s003,1610612751,1610612739,106 ,98 ,W,2015/3/27,Ended
21401079,22014,Regular Season,s020,1610612752,1610612738,92 ,96 ,L,2015/3/27,Ended
21401080,22014,Regular Season,s028,1610612761,1610612747,94 ,83 ,W,2015/3/27,Ended
21401081,22014,Regular Season,s011,1610612745,1610612750,120 ,110 ,W,2015/3/27,Ended
21401082,22014,Regular Season,s015,1610612763,1610612744,84 ,107 ,L,2015/3/27,Ended
21401083,22014,Regular Season,s019,1610612740,1610612758,102 ,88 ,W,2015/3/27,Ended
21401084,22014,Regular Season,s027,1610612759,1610612742,94 ,76 ,W,2015/3/27,Ended
21401085,22014,Regular Season,s008,1610612743,1610612762,107 ,91 ,W,2015/3/27,Ended
21401086,22014,Regular Season,s024,1610612756,1610612757,81 ,87 ,L,2015/3/27,Ended
21401087,22014,Regular Season,s004,1610612766,1610612737,115 ,100 ,W,2015/3/28,Ended
21401088,22014,Regular Season,s005,1610612741,1610612752,111 ,80 ,W,2015/3/28,Ended
21401089,22014,Regular Season,s017,1610612749,1610612744,95 ,108 ,L,2015/3/28,Ended
21401090,22014,Regular Season,s029,1610612762,1610612760,94 ,89 ,W,2015/3/28,Ended
21401091,22014,Regular Season,s025,1610612757,1610612743,120 ,114 ,W,2015/3/28,Ended
21401092,22014,Regular Season,s006,1610612739,1610612755,87 ,86 ,W,2015/3/29,Ended
21401093,22014,Regular Season,s003,1610612751,1610612747,107 ,99 ,W,2015/3/29,Ended
21401094,22014,Regular Season,s019,1610612740,1610612750,110 ,88 ,W,2015/3/29,Ended
21401095,22014,Regular Season,s002,1610612738,1610612746,106 ,119 ,L,2015/3/29,Ended
21401096,22014,Regular Season,s016,1610612748,1610612765,109 ,102 ,W,2015/3/29,Ended
21401097,22014,Regular Season,s030,1610612764,1610612745,91 ,99 ,L,2015/3/29,Ended
21401098,22014,Regular Season,s027,1610612759,1610612763,103 ,89 ,W,2015/3/29,Ended
21401099,22014,Regular Season,s012,1610612754,1610612742,104 ,99 ,W,2015/3/29,Ended
21401100,22014,Regular Season,s024,1610612756,1610612760,97 ,109 ,L,2015/3/29,Ended
21401101,22014,Regular Season,s004,1610612766,1610612738,104 ,116 ,L,2015/3/30,Ended
21401102,22014,Regular Season,s023,1610612755,1610612747,111 ,113 ,L,2015/3/30,Ended
21401103,22014,Regular Season,s001,1610612737,1610612749,101 ,88 ,W,2015/3/30,Ended
21401104,22014,Regular Season,s028,1610612761,1610612745,99 ,96 ,W,2015/3/30,Ended
21401105,22014,Regular Season,s015,1610612763,1610612758,97 ,83 ,W,2015/3/30,Ended
21401106,22014,Regular Season,s018,1610612750,1610612762,84 ,104 ,L,2015/3/30,Ended
21401107,22014,Regular Season,s025,1610612757,1610612756,109 ,86 ,W,2015/3/30,Ended
21401108,22014,Regular Season,s003,1610612751,1610612754,111 ,106 ,W,2015/3/31,Ended
21401109,22014,Regular Season,s009,1610612765,1610612737,105 ,95 ,W,2015/3/31,Ended
21401110,22014,Regular Season,s016,1610612748,1610612759,81 ,95 ,L,2015/3/31,Ended
21401111,22014,Regular Season,s013,1610612746,1610612744,106 ,110 ,L,2015/3/31,Ended
21401112,22014,Regular Season,s004,1610612766,1610612765,102 ,78 ,W,2015/4/1,Ended
21401113,22014,Regular Season,s022,1610612753,1610612759,91 ,103 ,L,2015/4/1,Ended
21401114,22014,Regular Season,s030,1610612764,1610612755,106 ,93 ,W,2015/4/1,Ended
21401115,22014,Regular Season,s002,1610612738,1610612754,100 ,87 ,W,2015/4/1,Ended
21401116,22014,Regular Season,s020,1610612752,1610612751,98 ,100 ,L,2015/4/1,Ended
21401117,22014,Regular Season,s011,1610612745,1610612758,115 ,111 ,W,2015/4/1,Ended
21401118,22014,Regular Season,s017,1610612749,1610612741,95 ,91 ,W,2015/4/1,Ended
21401119,22014,Regular Season,s018,1610612750,1610612761,99 ,113 ,L,2015/4/1,Ended
21401120,22014,Regular Season,s021,1610612760,1610612742,131 ,135 ,L,2015/4/1,Ended
21401121,22014,Regular Season,s029,1610612762,1610612743,98 ,84 ,W,2015/4/1,Ended
21401122,22014,Regular Season,s025,1610612757,1610612746,122 ,126 ,L,2015/4/1,Ended
21401123,22014,Regular Season,s014,1610612747,1610612740,92 ,113 ,L,2015/4/1,Ended
21401124,22014,Regular Season,s006,1610612739,1610612748,114 ,88 ,W,2015/4/2,Ended
21401125,22014,Regular Season,s007,1610612742,1610612745,101 ,108 ,L,2015/4/2,Ended
21401126,22014,Regular Season,s010,1610612744,1610612756,107 ,106 ,W,2015/4/2,Ended
21401127,22014,Regular Season,s012,1610612754,1610612766,93 ,74 ,W,2015/4/3,Ended
21401128,22014,Regular Season,s030,1610612764,1610612752,101 ,87 ,W,2015/4/3,Ended
21401129,22014,Regular Season,s002,1610612738,1610612749,101 ,110 ,L,2015/4/3,Ended
21401130,22014,Regular Season,s003,1610612751,1610612761,114 ,109 ,W,2015/4/3,Ended
21401131,22014,Regular Season,s005,1610612741,1610612765,88 ,82 ,W,2015/4/3,Ended
21401132,22014,Regular Season,s015,1610612763,1610612760,100 ,92 ,W,2015/4/3,Ended
21401133,22014,Regular Season,s018,1610612750,1610612753,84 ,97 ,L,2015/4/3,Ended
21401134,22014,Regular Season,s027,1610612759,1610612743,123 ,93 ,W,2015/4/3,Ended
21401135,22014,Regular Season,s026,1610612758,1610612740,95 ,101 ,L,2015/4/3,Ended
21401136,22014,Regular Season,s014,1610612747,1610612757,77 ,107 ,L,2015/4/3,Ended
21401137,22014,Regular Season,s004,1610612766,1610612755,92 ,91 ,W,2015/4/4,Ended
21401138,22014,Regular Season,s001,1610612737,1610612751,131 ,99 ,W,2015/4/4,Ended
21401139,22014,Regular Season,s009,1610612765,1610612748,99 ,98 ,W,2015/4/4,Ended
21401140,22014,Regular Season,s028,1610612761,1610612738,116 ,117 ,L,2015/4/4,Ended
21401141,22014,Regular Season,s015,1610612763,1610612764,83 ,92 ,L,2015/4/4,Ended
21401142,22014,Regular Season,s007,1610612742,1610612744,110 ,123 ,L,2015/4/4,Ended
21401143,22014,Regular Season,s017,1610612749,1610612753,90 ,97 ,L,2015/4/4,Ended
21401144,22014,Regular Season,s008,1610612743,1610612746,92 ,107 ,L,2015/4/4,Ended
21401145,22014,Regular Season,s024,1610612756,1610612762,87 ,85 ,W,2015/4/4,Ended
21401146,22014,Regular Season,s025,1610612757,1610612740,99 ,90 ,W,2015/4/4,Ended
21401147,22014,Regular Season,s021,1610612760,1610612745,112 ,115 ,L,2015/4/5,Ended
21401148,22014,Regular Season,s006,1610612739,1610612741,99 ,94 ,W,2015/4/5,Ended
21401149,22014,Regular Season,s012,1610612754,1610612748,112 ,89 ,W,2015/4/5,Ended
21401150,22014,Regular Season,s027,1610612759,1610612744,107 ,92 ,W,2015/4/5,Ended
21401151,22014,Regular Season,s020,1610612752,1610612755,101 ,91 ,W,2015/4/5,Ended
21401152,22014,Regular Season,s026,1610612758,1610612762,95 ,101 ,L,2015/4/5,Ended
21401153,22014,Regular Season,s014,1610612747,1610612746,78 ,106 ,L,2015/4/5,Ended
21400668,22014,Regular Season,s003,1610612751,1610612757,106 ,96 ,W,2015/4/6,Ended
21401154,22014,Regular Season,s001,1610612737,1610612756,96 ,69 ,W,2015/4/7,Ended
21401155,22014,Regular Season,s016,1610612748,1610612766,105 ,100 ,W,2015/4/7,Ended
21401156,22014,Regular Season,s019,1610612740,1610612744,103 ,100 ,W,2015/4/7,Ended
21401157,22014,Regular Season,s021,1610612760,1610612759,88 ,113 ,L,2015/4/7,Ended
21401158,22014,Regular Season,s026,1610612758,1610612750,116 ,111 ,W,2015/4/7,Ended
21401159,22014,Regular Season,s013,1610612746,1610612747,105 ,100 ,W,2015/4/7,Ended
21401160,22014,Regular Season,s004,1610612766,1610612761,74 ,92 ,L,2015/4/8,Ended
21401161,22014,Regular Season,s022,1610612753,1610612741,105 ,103 ,W,2015/4/8,Ended
21401162,22014,Regular Season,s023,1610612755,1610612764,90 ,119 ,L,2015/4/8,Ended
21401163,22014,Regular Season,s003,1610612751,1610612737,111 ,114 ,L,2015/4/8,Ended
21401164,22014,Regular Season,s009,1610612765,1610612738,103 ,113 ,L,2015/4/8,Ended
21401165,22014,Regular Season,s020,1610612752,1610612754,86 ,102 ,L,2015/4/8,Ended
21401166,22014,Regular Season,s015,1610612763,1610612740,110 ,74 ,W,2015/4/8,Ended
21401167,22014,Regular Season,s017,1610612749,1610612739,99 ,104 ,L,2015/4/8,Ended
21401168,22014,Regular Season,s027,1610612759,1610612745,110 ,98 ,W,2015/4/8,Ended
21401169,22014,Regular Season,s008,1610612743,1610612747,119 ,101 ,W,2015/4/8,Ended
21401170,22014,Regular Season,s029,1610612762,1610612758,103 ,91 ,W,2015/4/8,Ended
21401171,22014,Regular Season,s007,1610612742,1610612756,107 ,104 ,W,2015/4/8,Ended
21401172,22014,Regular Season,s025,1610612757,1610612750,116 ,91 ,W,2015/4/8,Ended
21401173,22014,Regular Season,s016,1610612748,1610612741,78 ,89 ,L,2015/4/9,Ended
21401174,22014,Regular Season,s010,1610612744,1610612757,116 ,105 ,W,2015/4/9,Ended
21401175,22014,Regular Season,s022,1610612753,1610612761,99 ,101 ,L,2015/4/10,Ended
21401176,22014,Regular Season,s001,1610612737,1610612766,104 ,80 ,W,2015/4/10,Ended
21401177,22014,Regular Season,s003,1610612751,1610612764,117 ,80 ,W,2015/4/10,Ended
21401178,22014,Regular Season,s006,1610612739,1610612738,90 ,99 ,L,2015/4/10,Ended
21401179,22014,Regular Season,s009,1610612765,1610612754,103 ,107 ,L,2015/4/10,Ended
21401180,22014,Regular Season,s020,1610612752,1610612749,91 ,99 ,L,2015/4/10,Ended
21401181,22014,Regular Season,s011,1610612745,1610612759,103 ,104 ,L,2015/4/10,Ended
21401182,22014,Regular Season,s019,1610612740,1610612756,90 ,75 ,W,2015/4/10,Ended
21401183,22014,Regular Season,s021,1610612760,1610612758,116 ,103 ,W,2015/4/10,Ended
21401184,22014,Regular Season,s008,1610612743,1610612742,143 ,144 ,L,2015/4/10,Ended
21401185,22014,Regular Season,s029,1610612762,1610612763,88 ,89 ,L,2015/4/10,Ended
21401186,22014,Regular Season,s014,1610612747,1610612750,106 ,98 ,W,2015/4/10,Ended
21401187,22014,Regular Season,s022,1610612753,1610612752,79 ,80 ,L,2015/4/11,Ended
21401188,22014,Regular Season,s016,1610612748,1610612761,104 ,107 ,L,2015/4/11,Ended
21401189,22014,Regular Season,s005,1610612741,1610612755,114 ,107 ,W,2015/4/11,Ended
21401190,22014,Regular Season,s013,1610612746,1610612763,94 ,86 ,W,2015/4/11,Ended
21401191,22014,Regular Season,s025,1610612757,1610612762,105 ,111 ,L,2015/4/11,Ended
21401192,22014,Regular Season,s010,1610612744,1610612750,110 ,101 ,W,2015/4/11,Ended
21401193,22014,Regular Season,s017,1610612749,1610612751,96 ,73 ,W,2015/4/12,Ended
21401194,22014,Regular Season,s002,1610612738,1610612739,117 ,78 ,W,2015/4/12,Ended
21401195,22014,Regular Season,s009,1610612765,1610612766,116 ,77 ,W,2015/4/12,Ended
21401196,22014,Regular Season,s008,1610612743,1610612758,122 ,111 ,W,2015/4/12,Ended
21401197,22014,Regular Season,s012,1610612754,1610612760,116 ,104 ,W,2015/4/12,Ended
21401198,22014,Regular Season,s030,1610612764,1610612737,108 ,99 ,W,2015/4/12,Ended
21401199,22014,Regular Season,s011,1610612745,1610612740,121 ,114 ,W,2015/4/12,Ended
21401200,22014,Regular Season,s027,1610612759,1610612756,107 ,91 ,W,2015/4/12,Ended
21401201,22014,Regular Season,s014,1610612747,1610612742,106 ,120 ,L,2015/4/12,Ended
21401202,22014,Regular Season,s004,1610612766,1610612745,90 ,100 ,L,2015/4/13,Ended
21401203,22014,Regular Season,s006,1610612739,1610612765,109 ,97 ,W,2015/4/13,Ended
21401204,22014,Regular Season,s023,1610612755,1610612749,97 ,107 ,L,2015/4/13,Ended
21401205,22014,Regular Season,s001,1610612737,1610612752,108 ,112 ,L,2015/4/13,Ended
21401206,22014,Regular Season,s003,1610612751,1610612741,86 ,113 ,L,2015/4/13,Ended
21401207,22014,Regular Season,s016,1610612748,1610612753,100 ,93 ,W,2015/4/13,Ended
21401208,22014,Regular Season,s018,1610612750,1610612740,88 ,100 ,L,2015/4/13,Ended
21401209,22014,Regular Season,s021,1610612760,1610612757,101 ,90 ,W,2015/4/13,Ended
21401210,22014,Regular Season,s029,1610612762,1610612742,109 ,92 ,W,2015/4/13,Ended
21401211,22014,Regular Season,s026,1610612758,1610612747,102 ,92 ,W,2015/4/13,Ended
21401212,22014,Regular Season,s010,1610612744,1610612763,111 ,107 ,W,2015/4/13,Ended
21401213,22014,Regular Season,s013,1610612746,1610612743,110 ,103 ,W,2015/4/13,Ended
21401214,22014,Regular Season,s002,1610612738,1610612761,95 ,93 ,W,2015/4/14,Ended
21401215,22014,Regular Season,s012,1610612754,1610612764,99 ,95 ,W,2015/4/14,Ended
21401216,22014,Regular Season,s024,1610612756,1610612746,101 ,112 ,L,2015/4/14,Ended
21401217,22014,Regular Season,s005,1610612741,1610612737,91 ,85 ,W,2015/4/15,Ended
21401218,22014,Regular Season,s007,1610612742,1610612757,114 ,98 ,W,2015/4/15,Ended
21401219,22014,Regular Season,s011,1610612745,1610612762,117 ,91 ,W,2015/4/15,Ended
21401220,22014,Regular Season,s015,1610612763,1610612754,95 ,83 ,W,2015/4/15,Ended
21401221,22014,Regular Season,s017,1610612749,1610612738,100 ,105 ,L,2015/4/15,Ended
21401222,22014,Regular Season,s018,1610612750,1610612760,113 ,138 ,L,2015/4/15,Ended
21401223,22014,Regular Season,s019,1610612740,1610612759,108 ,103 ,W,2015/4/15,Ended
21401224,22014,Regular Season,s003,1610612751,1610612753,101 ,88 ,W,2015/4/15,Ended
21401225,22014,Regular Season,s006,1610612739,1610612764,113 ,108 ,W,2015/4/15,Ended
21401226,22014,Regular Season,s020,1610612752,1610612765,90 ,112 ,L,2015/4/15,Ended
21401227,22014,Regular Season,s023,1610612755,1610612748,101 ,105 ,L,2015/4/15,Ended
21401228,22014,Regular Season,s028,1610612761,1610612766,92 ,87 ,W,2015/4/15,Ended
21401229,22014,Regular Season,s010,1610612744,1610612743,133 ,126 ,W,2015/4/15,Ended
21401230,22014,Regular Season,s014,1610612747,1610612758,99 ,122 ,L,2015/4/15,Ended
41400121,42014,Playoffs,s005,1610612741,1610612749,103 ,91 ,W,2015/4/18,Ended
41400131,42014,Playoffs,s028,1610612761,1610612764,86 ,93 ,L,2015/4/18,Ended
41400141,42014,Playoffs,s010,1610612744,1610612740,106 ,99 ,W,2015/4/18,Ended
41400151,42014,Playoffs,s011,1610612745,1610612742,118 ,108 ,W,2015/4/18,Ended
41400101,42014,Playoffs,s001,1610612737,1610612751,99 ,92 ,W,2015/4/19,Ended
41400111,42014,Playoffs,s006,1610612739,1610612738,113 ,100 ,W,2015/4/19,Ended
41400161,42014,Playoffs,s013,1610612746,1610612759,107 ,92 ,W,2015/4/19,Ended
41400171,42014,Playoffs,s015,1610612763,1610612757,100 ,86 ,W,2015/4/19,Ended
41400122,42014,Playoffs,s005,1610612741,1610612749,91 ,82 ,W,2015/4/20,Ended
41400142,42014,Playoffs,s010,1610612744,1610612740,97 ,87 ,W,2015/4/20,Ended
41400112,42014,Playoffs,s006,1610612739,1610612738,99 ,91 ,W,2015/4/21,Ended
41400132,42014,Playoffs,s028,1610612761,1610612764,106 ,117 ,L,2015/4/21,Ended
41400152,42014,Playoffs,s011,1610612745,1610612742,111 ,99 ,W,2015/4/21,Ended
41400102,42014,Playoffs,s001,1610612737,1610612751,96 ,91 ,W,2015/4/22,Ended
41400162,42014,Playoffs,s013,1610612746,1610612759,107 ,111 ,L,2015/4/22,Ended
41400172,42014,Playoffs,s015,1610612763,1610612757,97 ,82 ,W,2015/4/22,Ended
41400113,42014,Playoffs,s002,1610612738,1610612739,95 ,103 ,L,2015/4/23,Ended
41400123,42014,Playoffs,s017,1610612749,1610612741,106 ,113 ,L,2015/4/23,Ended
41400143,42014,Playoffs,s019,1610612740,1610612744,119 ,123 ,L,2015/4/23,Ended
41400133,42014,Playoffs,s030,1610612764,1610612761,106 ,99 ,W,2015/4/24,Ended
41400153,42014,Playoffs,s007,1610612742,1610612745,128 ,130 ,L,2015/4/24,Ended
41400163,42014,Playoffs,s027,1610612759,1610612746,100 ,73 ,W,2015/4/24,Ended
41400103,42014,Playoffs,s003,1610612751,1610612737,91 ,83 ,W,2015/4/25,Ended
41400124,42014,Playoffs,s017,1610612749,1610612741,92 ,90 ,W,2015/4/25,Ended
41400144,42014,Playoffs,s019,1610612740,1610612744,98 ,109 ,L,2015/4/25,Ended
41400173,42014,Playoffs,s025,1610612757,1610612763,109 ,115 ,L,2015/4/25,Ended
41400114,42014,Playoffs,s002,1610612738,1610612739,93 ,101 ,L,2015/4/26,Ended
41400134,42014,Playoffs,s030,1610612764,1610612761,125 ,94 ,W,2015/4/26,Ended
41400154,42014,Playoffs,s007,1610612742,1610612745,121 ,109 ,W,2015/4/26,Ended
41400164,42014,Playoffs,s027,1610612759,1610612746,105 ,114 ,L,2015/4/26,Ended
41400104,42014,Playoffs,s003,1610612751,1610612737,120 ,115 ,W,2015/4/27,Ended
41400125,42014,Playoffs,s005,1610612741,1610612749,88 ,94 ,L,2015/4/27,Ended
41400174,42014,Playoffs,s025,1610612757,1610612763,99 ,92 ,W,2015/4/27,Ended
41400155,42014,Playoffs,s011,1610612745,1610612742,103 ,94 ,W,2015/4/28,Ended
41400165,42014,Playoffs,s013,1610612746,1610612759,107 ,111 ,L,2015/4/28,Ended
41400105,42014,Playoffs,s001,1610612737,1610612751,107 ,97 ,W,2015/4/29,Ended
41400175,42014,Playoffs,s015,1610612763,1610612757,99 ,93 ,W,2015/4/29,Ended
41400126,42014,Playoffs,s017,1610612749,1610612741,66 ,120 ,L,2015/4/30,Ended
41400166,42014,Playoffs,s027,1610612759,1610612746,96 ,102 ,L,2015/4/30,Ended
41400106,42014,Playoffs,s003,1610612751,1610612737,87 ,111 ,L,2015/5/1,Ended
41400167,42014,Playoffs,s013,1610612746,1610612759,111 ,109 ,W,2015/5/2,Ended
41400201,42014,Playoffs,s001,1610612737,1610612764,98 ,104 ,L,2015/5/3,Ended
41400221,42014,Playoffs,s010,1610612744,1610612763,101 ,86 ,W,2015/5/3,Ended
41400211,42014,Playoffs,s006,1610612739,1610612741,92 ,99 ,L,2015/5/4,Ended
41400231,42014,Playoffs,s011,1610612745,1610612746,101 ,117 ,L,2015/5/4,Ended
41400202,42014,Playoffs,s001,1610612737,1610612764,106 ,90 ,W,2015/5/5,Ended
41400222,42014,Playoffs,s010,1610612744,1610612763,90 ,97 ,L,2015/5/5,Ended
41400212,42014,Playoffs,s006,1610612739,1610612741,106 ,91 ,W,2015/5/6,Ended
41400232,42014,Playoffs,s011,1610612745,1610612746,115 ,109 ,W,2015/5/6,Ended
41400213,42014,Playoffs,s005,1610612741,1610612739,99 ,96 ,W,2015/5/8,Ended
41400233,42014,Playoffs,s013,1610612746,1610612745,124 ,99 ,W,2015/5/8,Ended
41400203,42014,Playoffs,s030,1610612764,1610612737,103 ,101 ,W,2015/5/9,Ended
41400223,42014,Playoffs,s015,1610612763,1610612744,99 ,89 ,W,2015/5/9,Ended
41400214,42014,Playoffs,s005,1610612741,1610612739,84 ,86 ,L,2015/5/10,Ended
41400234,42014,Playoffs,s013,1610612746,1610612745,128 ,95 ,W,2015/5/10,Ended
41400204,42014,Playoffs,s030,1610612764,1610612737,101 ,106 ,L,2015/5/11,Ended
41400224,42014,Playoffs,s015,1610612763,1610612744,84 ,101 ,L,2015/5/11,Ended
41400215,42014,Playoffs,s006,1610612739,1610612741,106 ,101 ,W,2015/5/12,Ended
41400235,42014,Playoffs,s011,1610612745,1610612746,124 ,103 ,W,2015/5/12,Ended
41400205,42014,Playoffs,s001,1610612737,1610612764,82 ,81 ,W,2015/5/13,Ended
41400225,42014,Playoffs,s010,1610612744,1610612763,98 ,78 ,W,2015/5/13,Ended
41400216,42014,Playoffs,s005,1610612741,1610612739,73 ,94 ,L,2015/5/14,Ended
41400236,42014,Playoffs,s013,1610612746,1610612745,107 ,119 ,L,2015/5/14,Ended
41400206,42014,Playoffs,s030,1610612764,1610612737,91 ,94 ,L,2015/5/15,Ended
41400226,42014,Playoffs,s015,1610612763,1610612744,95 ,108 ,L,2015/5/15,Ended
41400237,42014,Playoffs,s011,1610612745,1610612746,113 ,100 ,W,2015/5/17,Ended
41400311,42014,Playoffs,s010,1610612744,1610612745,110 ,106 ,W,2015/5/19,Ended
41400301,42014,Playoffs,s001,1610612737,1610612739,89 ,97 ,L,2015/5/20,Ended
41400312,42014,Playoffs,s010,1610612744,1610612745,99 ,98 ,W,2015/5/21,Ended
41400302,42014,Playoffs,s001,1610612737,1610612739,82 ,94 ,L,2015/5/22,Ended
41400313,42014,Playoffs,s011,1610612745,1610612744,80 ,115 ,L,2015/5/23,Ended
41400303,42014,Playoffs,s006,1610612739,1610612737,114 ,111 ,W,2015/5/24,Ended
41400314,42014,Playoffs,s011,1610612745,1610612744,128 ,115 ,W,2015/5/25,Ended
41400304,42014,Playoffs,s006,1610612739,1610612737,118 ,88 ,W,2015/5/26,Ended
41400315,42014,Playoffs,s010,1610612744,1610612745,104 ,90 ,W,2015/5/27,Ended
41400401,42014,Playoffs,s010,1610612744,1610612739,108 ,100 ,W,2015/6/4,Ended
41400402,42014,Playoffs,s010,1610612744,1610612739,93 ,95 ,L,2015/6/7,Ended
41400403,42014,Playoffs,s006,1610612739,1610612744,96 ,91 ,W,2015/6/9,Ended
41400404,42014,Playoffs,s006,1610612739,1610612744,82 ,103 ,L,2015/6/11,Ended
41400405,42014,Playoffs,s010,1610612744,1610612739,104 ,91 ,W,2015/6/14,Ended
41400406,42014,Playoffs,s006,1610612739,1610612744,97 ,105 ,L,2015/6/16,Ended
11500001,12015,Pre Season,s013,1610612746,1610612743,103 ,96 ,W,2015/10/2,Ended
11500002,12015,Pre Season,s022,1610612753,1610612766,100 ,106 ,L,2015/10/3,Ended
11500003,12015,Pre Season,s012,1610612754,1610612740,105 ,110 ,L,2015/10/3,Ended
11500004,12015,Pre Season,s014,1610612747,1610612762,71 ,90 ,L,2015/10/4,Ended
11500005,12015,Pre Season,s028,1610612761,1610612746,93 ,73 ,W,2015/10/4,Ended
11500006,12015,Pre Season,s016,1610612748,1610612766,77 ,90 ,L,2015/10/4,Ended
11500007,12015,Pre Season,s025,1610612757,1610612758,105 ,109 ,L,2015/10/5,Ended
11500009,12015,Pre Season,s010,1610612744,1610612761,95 ,87 ,W,2015/10/5,Ended
11500011,12015,Pre Season,s030,1610612764,1610612755,129 ,95 ,W,2015/10/6,Ended
11500012,12015,Pre Season,s005,1610612741,1610612749,105 ,95 ,W,2015/10/6,Ended
11500013,12015,Pre Season,s015,1610612763,1610612745,92 ,89 ,W,2015/10/6,Ended
11500014,12015,Pre Season,s009,1610612765,1610612754,112 ,115 ,L,2015/10/6,Ended
11500015,12015,Pre Season,s007,1610612742,1610612743,86 ,96 ,L,2015/10/6,Ended
11500010,12015,Pre Season,s014,1610612747,1610612762,114 ,117 ,L,2015/10/7,Ended
11500017,12015,Pre Season,s006,1610612739,1610612737,96 ,98 ,L,2015/10/7,Ended
11500018,12015,Pre Season,s018,1610612750,1610612760,99 ,122 ,L,2015/10/7,Ended
11500019,12015,Pre Season,s011,1610612745,1610612742,109 ,82 ,W,2015/10/7,Ended
11500020,12015,Pre Season,s024,1610612756,1610612758,102 ,98 ,W,2015/10/7,Ended
11500022,12015,Pre Season,s016,1610612748,1610612753,97 ,100 ,L,2015/10/7,Ended
11500023,12015,Pre Season,s023,1610612755,1610612739,115 ,114 ,W,2015/10/8,Ended
11500025,12015,Pre Season,s008,1610612743,1610612741,112 ,94 ,W,2015/10/8,Ended
11500026,12015,Pre Season,s025,1610612757,1610612744,118 ,101 ,W,2015/10/8,Ended
11500027,12015,Pre Season,s026,1610612758,1610612759,95 ,92 ,W,2015/10/8,Ended
11500028,12015,Pre Season,s014,1610612747,1610612761,97 ,105 ,L,2015/10/8,Ended
11500029,12015,Pre Season,s009,1610612765,1610612751,83 ,93 ,L,2015/10/8,Ended
11500033,12015,Pre Season,s012,1610612754,1610612753,97 ,92 ,W,2015/10/8,Ended
11500031,12015,Pre Season,s030,1610612764,1610612752,104 ,115 ,L,2015/10/9,Ended
11500032,12015,Pre Season,s019,1610612740,1610612737,93 ,103 ,L,2015/10/9,Ended
11500035,12015,Pre Season,s024,1610612756,1610612762,101 ,85 ,W,2015/10/9,Ended
11500036,12015,Pre Season,s023,1610612755,1610612751,97 ,95 ,W,2015/10/10,Ended
11500037,12015,Pre Season,s018,1610612750,1610612741,105 ,114 ,L,2015/10/10,Ended
11500038,12015,Pre Season,s026,1610612758,1610612757,94 ,90 ,W,2015/10/10,Ended
11500039,12015,Pre Season,s017,1610612749,1610612765,88 ,117 ,L,2015/10/10,Ended
11500040,12015,Pre Season,s004,1610612766,1610612746,106 ,94 ,W,2015/10/11,Ended
11500042,12015,Pre Season,s011,1610612745,1610612753,119 ,123 ,L,2015/10/11,Ended
11500044,12015,Pre Season,s006,1610612739,1610612763,81 ,91 ,L,2015/10/12,Ended
11500045,12015,Pre Season,s005,1610612741,1610612740,115 ,123 ,L,2015/10/12,Ended
11500046,12015,Pre Season,s029,1610612762,1610612757,81 ,88 ,L,2015/10/12,Ended
11500047,12015,Pre Season,s020,1610612752,1610612755,94 ,88 ,W,2015/10/12,Ended
11500048,12015,Pre Season,s028,1610612761,1610612750,112 ,105 ,W,2015/10/12,Ended
11500049,12015,Pre Season,s016,1610612748,1610612759,97 ,94 ,W,2015/10/12,Ended
11500050,12015,Pre Season,s022,1610612753,1610612748,95 ,92 ,W,2015/10/13,Ended
11500051,12015,Pre Season,s006,1610612739,1610612749,101 ,110 ,L,2015/10/13,Ended
11500052,12015,Pre Season,s012,1610612754,1610612765,101 ,97 ,W,2015/10/13,Ended
11500053,12015,Pre Season,s021,1610612760,1610612742,100 ,88 ,W,2015/10/13,Ended
11500054,12015,Pre Season,s024,1610612756,1610612745,129 ,135 ,L,2015/10/13,Ended
11500055,12015,Pre Season,s014,1610612747,1610612758,100 ,107 ,L,2015/10/13,Ended
11500056,12015,Pre Season,s010,1610612744,1610612743,103 ,114 ,L,2015/10/13,Ended
11500057,12015,Pre Season,s005,1610612741,1610612765,91 ,114 ,L,2015/10/14,Ended
