Record_id,G_id,BetType_id,Odds1,Odds2,Lastest_modified,Status
R01191,11200236,BT0004,6.73,6.96,2021-07-20 10:37:35,Expired
R01192,21900055,BT0006,15.84,4.97,2023-01-25 08:46:26,Expired
R01193,21200340,BT0001,21.55,22.26,2022-06-08 04:54:07,Expired
R01194,21800759,BT0004,29.12,12.63,2020-03-15 17:11:08,Expired
R01195,12200730,BT0003,27.64,28.6,2020-01-08 10:17:37,Expired
R01196,41300636,BT0002,20.8,4.4,2023-09-10 21:58:52,Expired
R01197,21901195,BT0003,1.84,3.82,2022-06-17 13:21:27,Expired
R01198,11700472,BT0006,10.64,9.37,2023-08-05 13:08:11,Expired
R01199,21400923,BT0001,23.57,17.89,2022-05-23 05:50:14,Expired
R01200,21400986,BT0007,25.42,4.75,2021-04-03 23:50:54,Expired
R01201,41400534,BT0002,4.99,4.83,2024-07-09 15:39:11,Expired
R01202,41400095,BT0001,22.78,6.8,2024-03-27 03:25:47,Expired
R01203,12200704,BT0004,17.46,26.26,2024-10-13 14:20:39,Expired
R01204,41900034,BT0007,9.78,4.39,2021-05-04 13:36:22,Expired
R01205,41200707,BT0003,16.88,24.24,2023-08-09 11:38:37,Expired
R01206,22201028,BT0002,27.4,2.3,2023-04-11 18:37:17,Expired
R01207,41400347,BT0007,28.9,6.08,2021-06-23 03:29:04,Expired
R01208,11900074,BT0004,29.53,25.91,2021-09-06 02:41:40,Expired
R01209,21600180,BT0007,21.68,19.98,2020-12-28 14:04:16,Expired
R01210,21300626,BT0001,27.69,16.63,2022-07-26 10:29:15,Expired
R01211,21600482,BT0007,23.17,26.96,2024-11-14 19:08:07,Expired
R01212,11501159,BT0003,7.16,24.31,2020-08-15 08:49:59,Expired
R01213,11800911,BT0006,27.84,3.26,2023-12-23 18:56:48,Expired
R01214,12200383,BT0003,16.49,12.31,2022-06-09 18:32:27,Expired
R01215,22100117,BT0003,12.79,28.83,2024-03-20 01:09:19,Expired
R01216,41200704,BT0003,15.91,21.3,2021-01-17 23:39:42,Expired
R01217,21900396,BT0006,19.13,11.67,2021-02-05 19:05:13,Expired
R01218,22000528,BT0005,19.9,4.71,2023-02-22 19:36:30,Expired
R01219,22100004,BT0002,15.61,22.76,2022-10-23 17:24:42,Expired
R01220,11700549,BT0007,24.25,8.38,2024-02-27 08:24:20,Expired
R01221,11900386,BT0004,19.89,16.53,2020-02-29 11:42:30,Expired
R01222,21400076,BT0005,18.57,7.2,2023-02-10 00:40:57,Expired
R01223,21800976,BT0006,28.63,27.94,2022-04-24 04:51:57,Expired
R01224,21700388,BT0006,13.06,15.54,2023-06-12 20:37:57,Expired
R01225,11800848,BT0007,1.65,23.97,2023-05-18 04:08:42,Expired
R01226,41900108,BT0001,2.74,28.63,2024-02-09 22:33:52,Expired
R01227,21501089,BT0006,20.24,1.58,2021-08-17 00:01:01,Expired
R01228,11601276,BT0002,26.3,27.32,2024-11-21 09:02:34,Expired
R01229,21400359,BT0007,23.34,3.54,2024-12-02 11:18:37,Expired
R01230,11900272,BT0002,26.69,13.26,2021-03-11 09:00:53,Expired
R01231,11300866,BT0002,26.54,16.29,2022-05-27 19:19:15,Expired
R01232,21901183,BT0006,28.25,7.27,2021-01-07 10:58:30,Expired
R01233,11200110,BT0001,5.25,9.42,2020-07-18 14:28:10,Expired
R01234,11400051,BT0002,11.05,28.42,2021-11-29 15:22:09,Expired
R01235,21300774,BT0003,15.67,11.8,2021-01-09 22:41:20,Expired
R01236,41400320,BT0005,23.36,19.77,2020-05-12 16:48:09,Expired
R01237,41300439,BT0005,18.93,4.48,2020-05-31 15:05:57,Expired
R01238,42200266,BT0006,9.43,14.47,2024-11-02 16:33:30,Expired
R01239,11801261,BT0005,24.25,10.34,2020-11-03 17:10:45,Expired
R01240,41400212,BT0007,15.15,2.87,2020-06-10 02:03:42,Expired
R01241,41800907,BT0005,22.5,4.71,2022-12-24 16:33:24,Expired
R01242,11600253,BT0004,12.63,9.82,2021-06-24 13:58:00,Expired
R01243,11700473,BT0006,20.19,26.74,2020-04-02 16:22:26,Expired
R01244,42101175,BT0002,23.02,25.34,2024-11-12 11:20:28,Expired
R01245,21900658,BT0006,8.94,29.22,2020-05-21 10:14:37,Expired
R01246,11501215,BT0004,11.61,11.34,2024-01-10 09:54:23,Expired
R01247,41600296,BT0002,23.53,29.63,2021-09-30 03:33:46,Expired
R01248,41201135,BT0005,5.09,15.92,2022-06-06 07:46:23,Expired
R01249,11600783,BT0004,13.07,26.8,2021-01-13 07:03:04,Expired
R01250,22200104,BT0003,23.03,18.38,2022-01-11 05:21:22,Expired
R01251,11501169,BT0002,24.9,16.29,2021-03-11 05:18:17,Expired
R01252,21500756,BT0007,12.17,3.89,2024-07-19 16:41:59,Expired
R01253,21900452,BT0006,21.81,8.52,2020-02-05 00:35:43,Expired
R01254,11501219,BT0007,21.07,18.88,2022-03-03 00:25:26,Expired
R01255,11200926,BT0003,2.09,11.23,2023-01-10 09:10:54,Expired
R01256,21200209,BT0001,23.35,11.18,2021-06-21 00:17:47,Expired
R01257,41601021,BT0004,3.25,15.04,2023-02-27 05:36:18,Expired
R01258,21401178,BT0006,5.87,25.7,2020-10-05 18:45:27,Expired
R01259,11300360,BT0006,16.07,15.83,2020-09-02 05:29:55,Expired
R01260,11900550,BT0003,7.88,24.11,2021-05-22 14:12:54,Expired
R01261,41500002,BT0003,26.77,24.46,2022-07-30 02:32:26,Expired
R01262,22000942,BT0001,9.79,27.57,2021-09-28 07:22:05,Expired
R01263,11800640,BT0007,3.01,2.78,2024-02-05 22:26:55,Expired
R01264,22201126,BT0006,11.8,2.81,2023-02-06 23:19:41,Expired
R01265,11900938,BT0007,8.88,20.17,2020-01-25 03:48:02,Expired
R01266,21300945,BT0001,20.1,23.91,2022-10-22 06:50:20,Expired
R01267,12100404,BT0001,5.61,19.37,2024-05-08 11:39:56,Expired
R01268,11800209,BT0007,22.73,15.58,2024-10-08 03:24:13,Expired
R01269,42100036,BT0002,27.72,4.26,2023-11-25 16:21:15,Expired
R01270,12101166,BT0007,29.54,16.94,2024-08-23 14:39:25,Expired
R01271,41301224,BT0006,22.43,4.89,2022-04-01 15:53:31,Expired
R01272,22101164,BT0002,4.05,19.56,2023-04-28 07:40:32,Expired
R01273,42101061,BT0003,21.62,14.98,2024-08-12 12:41:46,Expired
R01274,12100805,BT0002,11.89,5.63,2021-07-24 05:04:14,Expired
R01275,21200519,BT0007,23.49,3.91,2020-04-12 20:36:28,Expired
R01276,41500391,BT0005,11.02,20.94,2024-10-30 04:20:19,Expired
R01277,41800196,BT0003,20.62,19.09,2023-05-10 10:01:17,Expired
R01278,11500533,BT0007,21.8,2.85,2020-03-07 15:03:04,Expired
R01279,41200131,BT0003,5.72,18.03,2021-05-31 13:04:12,Expired
R01280,21200488,BT0007,3.03,17.8,2020-06-30 04:22:54,Expired
R01281,22101070,BT0004,25.6,14.01,2022-10-19 15:35:45,Expired
R01282,11501281,BT0006,22.54,24.55,2024-08-29 00:35:56,Expired
R01283,41601061,BT0007,22.5,6.55,2023-05-02 16:45:37,Expired
R01284,41600855,BT0006,27.98,29.2,2022-08-25 15:04:22,Expired
R01285,41200986,BT0003,5.68,15.06,2024-06-24 19:38:50,Expired
R01286,21300603,BT0002,22.93,6.11,2023-04-25 00:24:37,Expired
R01287,11200469,BT0006,15.8,25.96,2023-12-05 08:32:26,Expired
R01288,12000471,BT0005,22.54,24.61,2020-06-19 09:44:31,Expired
R01289,11300117,BT0005,25.91,15.09,2022-10-03 17:57:41,Expired
R01290,11801271,BT0007,9.86,28.08,2021-12-01 11:53:11,Expired
R01291,21601119,BT0007,29.77,16.69,2024-01-02 03:43:07,Expired
R01292,12100246,BT0005,14.89,4.32,2023-08-11 16:54:44,Expired
R01293,21200654,BT0003,14.71,27.4,2022-01-15 08:10:12,Expired
R01294,21800189,BT0002,29.85,6.94,2023-10-30 17:36:50,Expired
R01295,41901229,BT0001,24.07,6.94,2023-02-10 17:21:23,Expired
R01296,21501266,BT0003,17.82,1.58,2022-10-06 01:45:15,Expired
R01297,41500070,BT0004,12.32,7.79,2024-07-03 03:46:48,Expired
R01298,11900469,BT0003,10.03,3.97,2023-09-11 05:40:48,Expired
R01299,41501263,BT0006,11.71,9.65,2023-04-15 20:36:05,Expired
R01300,11901258,BT0006,14.16,8.81,2020-03-20 11:50:26,Expired
R01301,42000115,BT0007,19.71,20.68,2024-10-02 22:39:49,Expired
R01302,22100827,BT0003,2.8,15.56,2024-01-05 16:43:21,Expired
R01303,41700068,BT0002,27.58,22.17,2020-07-19 16:07:54,Expired
R01304,42100207,BT0002,28.66,18.15,2020-05-07 06:52:39,Expired
R01305,42200792,BT0004,15.24,2.37,2021-03-14 19:09:28,Expired
R01306,11900379,BT0002,2.62,29.2,2021-04-07 17:13:53,Expired
R01307,21601140,BT0007,4.13,7.68,2023-09-15 02:06:25,Expired
R01308,22100188,BT0002,5.59,4.32,2024-03-16 04:44:53,Expired
R01309,41300151,BT0001,10.75,1.87,2024-01-25 23:09:53,Expired
R01310,12200687,BT0007,29.4,4.87,2021-05-25 09:57:57,Expired
R01311,11900213,BT0002,25.93,15.47,2024-11-24 08:42:43,Expired
R01312,21700839,BT0003,3.09,17.73,2023-11-27 06:58:48,Expired
R01313,41700914,BT0002,13.21,24.82,2020-11-13 11:34:18,Expired
R01314,42000654,BT0004,19.18,11.47,2022-12-12 17:29:02,Expired
R01315,11600957,BT0007,24.93,13.38,2022-05-28 03:11:32,Expired
R01316,41501027,BT0005,14.7,17.07,2023-04-29 00:54:47,Expired
R01317,11800131,BT0002,19.36,17.7,2024-07-01 00:55:10,Expired
R01318,12101048,BT0007,14.16,12.76,2020-07-06 05:39:15,Expired
R01319,41700261,BT0007,19.47,24.66,2022-10-15 08:21:16,Expired
R01320,41400384,BT0002,15.89,4.26,2021-01-24 05:01:25,Expired
R01321,12000333,BT0004,2.31,14.62,2022-01-17 01:12:56,Expired
R01322,21700190,BT0007,16.3,16.99,2020-09-17 12:09:09,Expired
R01323,21600506,BT0002,1.64,24.8,2021-08-03 07:34:30,Expired
R01324,21800438,BT0002,5.28,26.04,2020-11-30 21:07:54,Expired
R01325,41800907,BT0005,14.39,8.22,2023-09-20 09:19:24,Expired
R01326,41200687,BT0006,19.51,29.73,2020-10-23 15:31:12,Expired
R01327,12000429,BT0005,17.9,20.25,2022-05-09 01:07:31,Expired
R01328,21800454,BT0001,15.93,13.91,2022-04-19 04:15:30,Expired
R01329,21900033,BT0002,2.24,26.66,2022-02-14 15:47:58,Expired
R01330,12200035,BT0006,25.16,9.23,2021-10-25 05:18:52,Expired
R01331,11600037,BT0005,22.55,21.43,2020-07-15 00:21:02,Expired
R01332,21500857,BT0005,8.78,10.3,2020-07-20 10:50:56,Expired
R01333,41700356,BT0004,15.5,19.31,2023-04-19 02:12:03,Expired
R01334,22001044,BT0003,12.79,14.45,2021-04-30 14:18:11,Expired
R01335,11400016,BT0001,20.59,27.42,2022-01-13 04:13:18,Expired
R01336,22201203,BT0002,18.46,8.94,2024-01-07 14:47:26,Expired
R01337,12001102,BT0007,4.12,5.42,2023-08-19 15:41:04,Expired
R01338,11300541,BT0006,21.03,11.87,2021-06-22 13:23:14,Expired
R01339,41301009,BT0007,21.42,2.22,2021-01-13 03:26:05,Expired
R01340,21800570,BT0003,9.81,22.06,2023-05-01 18:25:44,Expired
R01341,11200887,BT0003,25.11,14.37,2020-08-01 17:35:34,Expired
R01342,22201119,BT0004,25.83,15.69,2022-03-15 19:00:57,Expired
R01343,22101144,BT0003,29.59,14.58,2023-10-15 22:39:18,Expired
R01344,22000218,BT0004,14.67,12.47,2020-01-23 05:39:53,Expired
R01345,21400968,BT0002,16.64,9.31,2024-05-26 14:40:24,Expired
R01346,11800992,BT0001,5.54,17.99,2023-11-30 03:22:20,Expired
R01347,11400016,BT0001,19.9,22.69,2023-08-18 16:20:50,Expired
R01348,42000729,BT0003,1.69,1.6,2024-11-12 11:30:28,Expired
R01349,21601195,BT0006,3.41,20.36,2021-06-20 12:42:06,Expired
R01350,11700227,BT0003,20.21,16.16,2023-12-01 22:37:48,Expired
R01351,42101067,BT0006,7.05,20.92,2020-01-09 06:21:01,Expired
R01352,41900070,BT0007,4.52,13.88,2023-10-03 01:09:47,Expired
R01353,11200287,BT0006,16.14,8.4,2024-09-27 03:17:25,Expired
R01354,21801108,BT0002,10.97,10.1,2023-08-10 08:57:25,Expired
R01355,11901271,BT0003,1.55,5.25,2023-12-23 07:13:39,Expired
R01356,21600580,BT0002,17.67,10.21,2023-08-24 23:46:25,Expired
R01357,12001282,BT0003,26.95,23.29,2021-11-27 17:49:18,Expired
R01358,41600359,BT0004,26.17,23.84,2020-06-20 16:19:15,Expired
R01359,21200252,BT0004,10.85,4.12,2022-10-31 00:20:18,Expired
R01360,21601137,BT0005,4.12,26.98,2020-02-06 22:31:22,Expired
R01361,41500379,BT0001,22.56,5.26,2020-11-27 14:05:42,Expired
R01362,41800893,BT0005,13.97,7.74,2024-03-16 21:49:51,Expired
R01363,41901028,BT0002,10.09,17.71,2023-02-22 16:54:48,Expired
R01364,11300256,BT0007,20.48,12.93,2023-01-02 22:33:16,Expired
R01365,12000976,BT0002,15.23,24.19,2023-02-05 08:24:13,Expired
R01366,21700262,BT0002,4.63,17.98,2023-02-05 04:33:18,Expired
R01367,12100363,BT0005,6.26,6.71,2021-03-24 00:57:11,Expired
R01368,41400691,BT0004,19.64,25.35,2023-02-11 04:02:50,Expired
R01369,21700270,BT0004,17.79,23.49,2024-12-01 05:15:34,Expired
R01370,11200267,BT0007,10.35,18.63,2021-04-20 17:44:09,Expired
R01371,11701084,BT0001,26.83,12.85,2021-05-08 16:22:14,Expired
R01372,41201220,BT0003,25.06,23.07,2021-12-24 05:18:17,Expired
R01373,22201296,BT0002,23.28,3.52,2023-11-15 16:47:14,Expired
R01374,22000059,BT0005,3.02,28.7,2024-04-13 22:25:19,Expired
R01375,22000756,BT0003,26.28,4.42,2024-03-03 03:52:54,Expired
R01376,42200029,BT0002,27.66,18.95,2020-10-26 22:44:35,Expired
R01377,21900422,BT0003,19.16,22.58,2021-05-07 21:12:46,Expired
R01378,21800700,BT0004,5.27,24.89,2023-08-29 05:44:13,Expired
R01379,11400095,BT0004,18.32,10.36,2022-12-03 21:11:11,Expired
R01380,12000194,BT0003,18.8,17.45,2022-06-12 23:57:01,Expired
R01381,21500862,BT0005,13.92,24.81,2020-02-07 23:53:14,Expired
R01382,11500241,BT0005,16.51,16.19,2021-02-28 14:49:05,Expired
R01383,41500680,BT0007,21.45,14.71,2020-11-05 11:50:50,Expired
R01384,11201169,BT0005,8.82,22.99,2020-02-07 01:57:17,Expired
R01385,41600453,BT0002,13.16,3.32,2024-06-13 13:30:38,Expired
R01386,12100191,BT0004,20.25,6.55,2020-07-01 22:02:26,Expired
R01387,11700785,BT0001,17.35,2.04,2024-11-25 19:34:59,Expired
R01388,22200305,BT0004,10.13,11.42,2022-07-28 11:48:28,Expired
R01389,41900115,BT0007,29.36,26.62,2020-12-30 06:26:42,Expired
R01390,41201281,BT0002,21.92,6.02,2023-03-13 22:55:13,Expired
R01391,12000170,BT0001,12.76,3.19,2020-07-20 23:42:08,Expired
R01392,41600670,BT0003,23.17,18.88,2024-06-24 05:53:05,Expired
R01393,11600819,BT0007,8.92,14.4,2021-10-27 14:34:31,Expired
R01394,11201269,BT0004,7.23,11.67,2021-07-31 08:02:01,Expired
R01395,11300265,BT0002,19.01,8.14,2020-05-04 00:36:52,Expired
R01396,12100859,BT0007,3.56,26.43,2021-03-10 00:23:52,Expired
R01397,42100583,BT0002,15.2,18.14,2023-07-06 21:18:44,Expired
R01398,11901224,BT0001,7.87,5.18,2020-04-20 15:01:09,Expired
R01399,42100003,BT0005,20.41,11.45,2022-04-06 23:38:36,Expired
R01400,21300543,BT0001,26.79,23.19,2020-04-13 11:05:06,Expired
R01401,41600588,BT0007,7.65,29.6,2021-05-10 11:43:24,Expired
R01402,21900793,BT0006,17.82,10.55,2022-05-11 16:30:49,Expired
R01403,21800037,BT0007,21.21,28.13,2021-01-24 15:28:40,Expired
R01404,11900818,BT0006,29.02,27.2,2022-02-13 21:03:16,Expired
R01405,21600840,BT0006,26.78,2.5,2024-09-14 14:09:49,Expired
R01406,22201065,BT0002,17.36,10.05,2020-08-25 09:04:27,Expired
R01407,41700800,BT0007,9.85,11.79,2022-07-10 14:33:23,Expired
R01408,22100150,BT0006,8.84,28.64,2023-09-03 23:11:55,Expired
R01409,42200766,BT0005,9.71,12.96,2024-05-05 09:55:55,Expired
R01410,21601071,BT0006,14.51,24.21,2021-11-15 07:56:45,Expired
R01411,12200692,BT0006,26.97,26.75,2024-09-08 02:49:35,Expired
R01412,41200377,BT0001,4.76,7.64,2024-06-03 09:09:39,Expired
R01413,41501017,BT0007,17.81,10.29,2024-03-20 21:08:46,Expired
R01414,22100476,BT0003,14.34,15.32,2022-01-17 00:06:24,Expired
R01415,21500903,BT0007,11.58,4.03,2021-06-05 12:17:09,Expired
R01416,41600145,BT0004,28.31,21.33,2021-12-05 07:46:50,Expired
R01417,12100043,BT0006,18.68,28.87,2020-12-23 20:23:11,Expired
R01418,21401031,BT0004,22.52,27.16,2024-09-10 13:34:29,Expired
R01419,21400146,BT0005,9.97,16.8,2023-02-08 10:34:43,Expired
R01420,41800945,BT0005,26.39,10.1,2020-05-28 17:08:25,Expired
R01421,11600240,BT0001,5.01,6.01,2021-12-08 15:43:24,Expired
R01422,21501267,BT0003,12.96,20.04,2024-09-08 18:56:43,Expired
R01423,11200654,BT0006,29.66,7.24,2021-05-02 12:14:02,Expired
R01424,41200423,BT0005,22.75,15.17,2020-04-09 02:02:22,Expired
R01425,42200975,BT0004,21.22,3.65,2021-01-11 12:57:57,Expired
R01426,12000418,BT0007,28.9,9.55,2022-12-04 07:12:44,Expired
R01427,12201191,BT0002,22.09,25.36,2021-09-06 00:08:38,Expired
R01428,41800418,BT0006,29.04,2.96,2022-05-19 17:48:57,Expired
R01429,41601100,BT0002,28.42,19.43,2024-05-01 15:19:30,Expired
R01430,41200282,BT0002,28.38,11.68,2024-08-31 11:45:03,Expired
R01431,11600848,BT0006,21.57,6.48,2021-05-08 14:15:50,Expired
R01432,21800472,BT0003,11.79,28.94,2022-10-21 18:04:06,Expired
R01433,11500476,BT0003,21.9,23.44,2024-07-02 00:07:43,Expired
R01434,12200569,BT0001,23.33,24.16,2022-04-18 21:04:25,Expired
R01435,21900769,BT0005,6.52,15.42,2022-03-04 00:28:50,Expired
R01436,41201271,BT0005,9.67,17.49,2024-05-29 10:50:27,Expired
R01437,21200223,BT0004,8.49,23.09,2023-04-30 09:25:18,Expired
R01438,41400005,BT0003,16.42,13.16,2022-09-17 10:45:32,Expired
R01439,11200324,BT0005,22.86,15.37,2022-12-10 03:19:17,Expired
R01440,41900350,BT0006,5.9,4.79,2024-06-21 01:09:23,Expired
R01441,22001275,BT0004,24.2,26.9,2024-02-01 05:05:27,Expired
R01442,21700578,BT0005,9.17,2.18,2020-06-13 17:05:05,Expired
R01443,41600782,BT0003,23.96,11.1,2023-01-10 21:08:09,Expired
R01444,41300993,BT0001,8.94,24.3,2020-05-13 13:53:51,Expired
R01445,41200184,BT0001,5.58,5.78,2021-09-05 21:29:31,Expired
R01446,41200286,BT0003,13.84,13.45,2021-12-14 19:20:13,Expired
R01447,11900718,BT0002,9.96,8.44,2020-05-15 22:05:36,Expired
R01448,12200893,BT0004,21.34,14.97,2020-07-09 06:33:54,Expired
R01449,21800965,BT0007,20.74,24.32,2022-06-27 17:25:28,Expired
R01450,12000119,BT0005,7.86,20.38,2020-05-03 19:02:10,Expired
R01451,11400330,BT0002,7.49,18.79,2023-12-03 07:33:38,Expired
R01452,12201011,BT0007,11.03,29.13,2021-11-24 23:08:00,Expired
R01453,11800350,BT0005,9.46,23.97,2023-09-17 15:52:16,Expired
R01454,41900098,BT0003,10.54,20.78,2020-04-05 15:21:51,Expired
R01455,11400081,BT0005,17.84,27.43,2022-07-21 02:25:55,Expired
R01456,11900867,BT0002,24.88,2.48,2021-09-24 13:48:25,Expired
R01457,41901087,BT0006,19.21,3.35,2020-08-12 04:14:32,Expired
R01458,41800350,BT0006,23.27,24.7,2024-07-15 22:29:20,Expired
R01459,11900162,BT0002,27.81,13.18,2022-11-15 05:46:14,Expired
R01460,22200794,BT0004,24.1,12.1,2022-01-13 09:33:30,Expired
R01461,41801067,BT0001,26.59,12.79,2023-03-19 04:33:46,Expired
R01462,11300329,BT0006,9.94,18.75,2022-09-03 09:59:37,Expired
R01463,12100164,BT0002,24.61,9.56,2021-06-15 02:00:40,Expired
R01464,41900130,BT0004,18.09,5.84,2023-07-29 17:03:05,Expired
R01465,41200662,BT0003,24.59,5.83,2021-04-30 19:02:03,Expired
R01466,41901214,BT0002,21.78,26.29,2022-04-23 03:33:51,Expired
R01467,22100328,BT0004,1.56,18.43,2022-12-06 09:25:32,Expired
R01468,41800566,BT0007,9.36,28.8,2020-01-14 22:38:48,Expired
R01469,41600298,BT0004,12.95,4.92,2022-01-22 05:51:35,Expired
R01470,11300123,BT0004,16.02,29.08,2022-05-28 12:29:06,Expired
R01471,11800515,BT0003,3.1,29.91,2023-04-26 15:12:13,Expired
R01472,41500229,BT0001,28.03,29.19,2023-09-01 21:57:38,Expired
R01473,12001083,BT0007,4.95,10.47,2023-12-11 14:08:51,Expired
R01474,21700439,BT0006,11.34,4.8,2021-01-12 17:53:45,Expired
R01475,22000246,BT0005,28.81,4.79,2020-04-26 02:54:45,Expired
R01476,21500348,BT0006,29.89,9.18,2023-11-09 10:41:46,Expired
R01477,21801238,BT0005,3.4,27.54,2024-05-28 07:37:54,Expired
R01478,41200578,BT0007,13.54,28.12,2022-10-03 16:50:03,Expired
R01479,11800815,BT0004,18.02,20.73,2021-10-21 03:02:59,Expired
R01480,12200792,BT0004,26.29,26.27,2023-09-16 00:12:03,Expired
R01481,41200841,BT0001,4.83,4.6,2022-03-23 21:55:36,Expired
R01482,42000062,BT0007,8.94,20.42,2021-07-17 18:26:32,Expired
R01483,41600427,BT0002,14.14,16.49,2020-09-01 00:56:58,Expired
R01484,12100073,BT0005,29.98,4.91,2022-09-09 20:48:07,Expired
R01485,41800137,BT0007,27.46,3.78,2023-07-17 09:51:59,Expired
R01486,22000261,BT0003,15.14,28.61,2023-08-22 02:57:15,Expired
R01487,11400244,BT0005,29.46,28.3,2022-05-15 09:50:31,Expired
R01488,21600045,BT0001,4.24,14.8,2023-06-14 09:22:33,Expired
R01489,41401169,BT0001,12.63,11.94,2023-05-19 13:33:38,Expired
R01490,42000604,BT0002,10.77,16.32,2022-04-12 09:17:48,Expired
R01491,11300734,BT0001,4.25,26.81,2020-04-06 23:08:04,Expired
R01492,11800262,BT0004,16.86,5.62,2023-07-19 08:02:51,Expired
R01493,22001018,BT0006,27.01,10.7,2022-03-14 03:27:24,Expired
R01494,41401191,BT0003,20.71,18.33,2023-07-06 08:45:51,Expired
R01495,11400562,BT0004,9.72,7.99,2023-01-02 17:04:02,Expired
R01496,11500793,BT0006,24.14,27.82,2022-11-15 16:32:42,Expired
R01497,11901216,BT0002,18.7,27.66,2024-07-06 00:09:40,Expired
R01498,21400512,BT0002,21.77,21.27,2022-12-19 00:22:16,Expired
R01499,21500128,BT0007,28.84,18.92,2021-07-20 11:37:24,Expired
R01500,21200397,BT0002,26.34,2.97,2020-06-06 01:30:54,Expired
R01501,42100223,BT0006,11.34,10.86,2023-05-08 04:06:08,Expired
R01502,11500640,BT0003,19.86,4.88,2023-09-03 21:08:36,Expired
R01503,21301040,BT0001,22.47,5.45,2020-02-29 03:35:56,Expired
R01504,12100567,BT0002,4.34,15.84,2023-05-12 05:52:42,Expired
R01505,11201264,BT0003,26.95,21.54,2024-06-27 21:54:06,Expired
R01506,11801227,BT0006,1.63,4.21,2022-07-31 05:01:34,Expired
R01507,22200034,BT0004,6.82,15.57,2022-04-28 05:44:29,Expired
R01508,12200960,BT0005,23.85,5.62,2020-08-15 18:41:19,Expired
R01509,22100381,BT0004,6.46,27.94,2024-10-24 12:04:56,Expired
R01510,11800896,BT0003,20.78,25.52,2023-08-05 09:10:21,Expired
R01511,11200845,BT0006,6.61,13.23,2022-11-12 00:51:44,Expired
R01512,11401196,BT0003,11.16,2.48,2020-08-10 20:20:38,Expired
R01513,21600732,BT0003,18.15,4.13,2022-03-30 17:51:12,Expired
R01514,41200323,BT0003,2.47,6.99,2024-07-09 04:30:23,Expired
R01515,41600472,BT0003,28.35,17.0,2022-12-08 09:30:04,Expired
R01516,41800384,BT0001,10.01,18.41,2021-10-27 16:37:59,Expired
R01517,21800607,BT0002,4.46,25.37,2020-06-25 14:11:25,Expired
R01518,42000907,BT0006,25.61,25.55,2021-07-16 09:08:13,Expired
R01519,22200782,BT0006,7.63,15.88,2023-10-03 00:45:40,Expired
R01520,21500822,BT0006,20.32,9.32,2024-05-30 19:29:50,Expired
R01521,41900069,BT0004,18.11,19.68,2024-01-29 09:16:22,Expired
R01522,11600182,BT0007,11.24,11.54,2021-01-09 08:05:06,Expired
R01523,11800531,BT0007,26.33,18.35,2022-12-09 05:13:38,Expired
R01524,11300830,BT0001,15.74,16.26,2022-04-02 14:49:43,Expired
R01525,22000561,BT0006,7.3,12.27,2023-02-24 12:53:14,Expired
R01526,41700082,BT0001,6.68,21.88,2024-06-24 09:08:13,Expired
R01527,21700833,BT0002,11.81,3.64,2023-02-28 17:05:21,Expired
R01528,21201096,BT0004,10.41,7.08,2023-11-26 11:50:27,Expired
R01529,41201088,BT0001,8.61,18.15,2020-10-03 07:46:18,Expired
R01530,41701071,BT0001,4.1,9.06,2023-11-13 15:38:52,Expired
R01531,21700700,BT0006,6.22,17.94,2022-09-28 22:53:33,Expired
R01532,41201135,BT0002,23.87,13.28,2020-09-07 16:07:32,Expired
R01533,41200007,BT0002,9.39,18.8,2022-07-12 08:27:11,Expired
R01534,22001290,BT0004,26.05,5.33,2022-07-20 15:21:12,Expired
R01535,41700561,BT0002,13.49,25.74,2019-12-28 02:39:47,Expired
R01536,21601285,BT0001,23.88,4.07,2024-01-25 16:51:26,Expired
R01537,41700039,BT0001,24.58,19.83,2021-09-30 22:29:34,Expired
R01538,21501217,BT0007,2.92,19.54,2023-07-29 07:46:09,Expired
R01539,42100751,BT0005,21.48,6.38,2024-11-02 03:45:03,Expired
R01540,21800386,BT0007,11.51,17.41,2024-04-11 00:05:15,Expired
R01541,11900885,BT0006,17.57,4.64,2022-07-30 12:15:26,Expired
R01542,12001233,BT0002,9.35,7.53,2022-09-10 23:29:22,Expired
R01543,41800276,BT0004,8.27,23.98,2023-11-13 06:32:44,Expired
R01544,11900726,BT0002,22.17,10.2,2024-01-07 19:14:27,Expired
R01545,12201119,BT0007,28.43,4.96,2022-03-17 05:45:01,Expired
R01546,21600133,BT0006,22.3,21.62,2020-06-19 02:14:18,Expired
R01547,21600799,BT0002,27.58,27.18,2024-08-09 03:03:27,Expired
R01548,41700050,BT0006,10.22,4.01,2024-07-23 16:27:58,Expired
R01549,11401077,BT0003,8.99,15.64,2023-12-07 02:41:47,Expired
R01550,21401297,BT0002,23.41,19.23,2020-04-18 18:34:41,Expired
R01551,11700839,BT0001,9.68,2.45,2024-06-17 08:08:02,Expired
R01552,11400868,BT0001,5.18,28.43,2022-01-14 03:27:16,Expired
R01553,11900864,BT0002,18.66,28.39,2023-03-05 04:13:31,Expired
R01554,21200782,BT0006,13.31,8.6,2020-11-30 06:49:05,Expired
R01555,21700833,BT0007,4.53,18.39,2023-12-12 16:28:42,Expired
R01556,21600520,BT0004,5.81,13.97,2023-12-01 02:42:55,Expired
R01557,21301122,BT0003,8.79,6.99,2022-06-20 05:00:19,Expired
