Record_id,G_id,BetType_id,Odds1,Odds2,Lastest_modified,Status
R000002349,21500206,BT00000007,17.1,12.56,2015/11/23 01:14,Expired
R000002350,21500205,BT00000007,21.95,6.31,2015/11/23 05:03,Expired
R000002351,21500207,BT00000004,17.37,15.53,2015/11/23 12:53,Expired
R000002352,21500208,BT00000006,2.79,20.03,2015/11/23 14:36,Expired
R000002353,21500203,BT00000004,6.28,10.35,2015/11/23 15:48,Expired
R000002354,21500214,BT00000004,11.52,3.55,2015/11/24 03:12,Expired
R000002355,21500213,BT00000002,8.7,12.58,2015/11/24 07:27,Expired
R000002356,21500212,BT00000005,18.06,4.4,2015/11/24 17:41,Expired
R000002357,21500210,BT00000007,20.01,15.14,2015/11/24 18:54,Expired
R000002358,21500210,BT00000003,22.75,10.69,2015/11/24 21:40,Expired
R000002359,21500221,BT00000002,8.58,9.2,2015/11/25 02:20,Expired
R000002360,21500224,BT00000002,16.01,9.35,2015/11/25 04:25,Expired
R000002361,21500217,BT00000001,18.53,10.19,2015/11/25 05:42,Expired
R000002362,21500224,BT00000006,4.34,17.82,2015/11/25 07:06,Expired
R000002363,21500216,BT00000001,2.59,2.03,2015/11/25 10:21,Expired
R000002364,21500221,BT00000005,17.72,15.4,2015/11/25 14:38,Expired
R000002365,21500223,BT00000004,15.52,8.89,2015/11/25 14:50,Expired
R000002366,21500224,BT00000003,15.44,12.48,2015/11/25 16:48,Expired
R000002367,21500219,BT00000005,19.94,20.32,2015/11/25 17:18,Expired
R000002370,21500215,BT00000007,4.41,6.44,2015/11/25 23:54,Expired
R000002371,21500227,BT00000005,5.05,21.95,2015/11/27 10:25,Expired
R000002372,21500237,BT00000004,5.35,14.35,2015/11/27 18:51,Expired
R000002373,21500240,BT00000001,16.31,24.53,2015/11/28 03:14,Expired
R000002374,21500244,BT00000007,8.67,9.65,2015/11/28 05:22,Expired
R000002375,21500243,BT00000003,15.76,23.66,2015/11/28 14:57,Expired
R000002376,21500242,BT00000005,7.38,17.56,2015/11/28 19:50,Expired
R000002377,21500243,BT00000005,15.84,10.91,2015/11/28 20:46,Expired
R000002378,21500241,BT00000002,15.06,19.85,2015/11/28 21:17,Expired
R000002379,21500249,BT00000005,18.1,10.7,2015/11/29 02:38,Expired
R000002380,21500248,BT00000001,8.23,8.49,2015/11/29 02:52,Expired
R000002381,21500246,BT00000005,20.13,8.49,2015/11/29 11:34,Expired
R000002383,21500248,BT00000006,9.76,15.85,2015/11/29 22:09,Expired
R000002384,21500255,BT00000001,24.64,17.39,2015/11/30 14:07,Expired
R000002385,21500258,BT00000006,24.91,16.76,2015/11/30 19:50,Expired
R000002386,21500260,BT00000004,4.29,2.78,2015/11/30 20:44,Expired
R000002387,21500254,BT00000007,8.22,18.88,2015/11/30 21:05,Expired
R000002388,21500259,BT00000003,5.52,14.69,2015/11/30 21:24,Expired
R000002389,21500262,BT00000006,17.61,16.28,2015/12/1 20:03,Expired
R000002390,21500266,BT00000003,5.66,14.06,2015/12/1 23:28,Expired
R000002391,21500272,BT00000005,2.91,12.99,2015/12/2 07:55,Expired
R000002392,21500275,BT00000001,17.44,4.54,2015/12/2 11:48,Expired
R000002393,21500269,BT00000004,19.78,20.83,2015/12/2 11:53,Expired
R000002394,21500273,BT00000005,23.28,21.96,2015/12/2 12:24,Expired
R000002395,21500268,BT00000002,15.54,24.57,2015/12/2 21:12,Expired
R000002396,21500281,BT00000005,16.6,12.05,2015/12/3 01:59,Expired
R000002397,21500279,BT00000005,20.79,9.33,2015/12/3 07:53,Expired
R000002398,21500278,BT00000007,4.05,22.85,2015/12/3 10:38,Expired
R000002399,21500282,BT00000004,14.23,5.97,2015/12/3 13:51,Expired
R000002400,21500281,BT00000004,21.87,14.37,2015/12/3 13:59,Expired
R000002401,21500281,BT00000006,1.77,20.94,2015/12/3 18:25,Expired
R000002402,21500282,BT00000003,12.14,21.92,2015/12/3 21:04,Expired
R000002403,21500286,BT00000004,22.9,18.89,2015/12/4 05:25,Expired
R000002405,21500286,BT00000003,15.72,12.81,2015/12/4 17:07,Expired
R000002406,21500285,BT00000002,19.46,8.92,2015/12/4 17:17,Expired
R000002407,21500284,BT00000003,10.81,8.43,2015/12/4 18:40,Expired
R000002408,21500285,BT00000006,22.15,9.45,2015/12/4 21:00,Expired
R000002409,21500288,BT00000007,18.39,17.97,2015/12/4 21:49,Expired
R000002410,21500296,BT00000006,20.58,20.86,2015/12/5 00:30,Expired
R000002411,21500293,BT00000001,9.14,1.98,2015/12/5 04:35,Expired
R000002412,21500293,BT00000003,11.65,19.88,2015/12/5 05:11,Expired
R000002413,21500292,BT00000001,15.98,21.19,2015/12/5 05:38,Expired
R000002414,21500291,BT00000001,24.99,24.41,2015/12/5 11:11,Expired
R000002415,21500296,BT00000002,21.65,4.15,2015/12/5 11:58,Expired
R000002416,21500290,BT00000002,20.91,19,2015/12/5 14:50,Expired
R000002417,21500293,BT00000004,22.96,24.51,2015/12/5 16:50,Expired
R000002418,21500303,BT00000006,4.55,11.53,2015/12/6 03:38,Expired
R000002419,21500303,BT00000007,12.69,20.74,2015/12/6 07:06,Expired
R000002420,21500299,BT00000006,21.94,16.81,2015/12/6 09:32,Expired
R000002421,21500300,BT00000001,7.96,20.37,2015/12/6 15:41,Expired
R000002422,21500300,BT00000003,21.34,7.69,2015/12/6 20:56,Expired
R000002423,21500299,BT00000004,7.86,15.89,2015/12/6 21:49,Expired
R000002424,21500312,BT00000002,14.23,1.52,2015/12/7 07:38,Expired
R000002425,21500312,BT00000003,18.31,8.15,2015/12/7 09:21,Expired
R000002426,21500312,BT00000006,8.43,15.5,2015/12/7 14:54,Expired
R000002427,21500306,BT00000004,19.75,16.53,2015/12/7 15:29,Expired
R000002428,21500304,BT00000001,18.69,5.97,2015/12/7 15:40,Expired
R000002430,21500318,BT00000007,24.8,3.56,2015/12/8 21:14,Expired
R000002431,21500319,BT00000002,23.46,6.87,2015/12/9 01:37,Expired
R000002432,21500322,BT00000005,12.73,20.04,2015/12/9 02:39,Expired
R000002433,21500326,BT00000004,20.56,22.28,2015/12/9 06:09,Expired
R000002434,21500324,BT00000004,7.27,5.55,2015/12/9 06:38,Expired
R000002435,21500323,BT00000006,21.58,16.91,2015/12/9 11:15,Expired
R000002436,21500321,BT00000006,3.95,16.57,2015/12/9 12:22,Expired
R000002437,21500327,BT00000006,13.55,4.25,2015/12/9 17:48,Expired
R000002438,21500320,BT00000006,12.1,23.34,2015/12/9 19:54,Expired
R000002439,21500325,BT00000005,23.99,21.94,2015/12/9 20:50,Expired
R000002440,21500331,BT00000002,14.11,22.7,2015/12/10 00:22,Expired
R000002441,21500331,BT00000007,10,20.13,2015/12/10 10:24,Expired
R000002442,21500329,BT00000003,10.17,3.83,2015/12/10 18:18,Expired
R000002444,21500341,BT00000001,18.65,13.25,2015/12/11 03:06,Expired
R000002445,21500343,BT00000005,23.61,13.66,2015/12/11 08:58,Expired
R000002446,21500336,BT00000007,2.19,17.09,2015/12/11 09:26,Expired
R000002447,21500340,BT00000004,5.96,3.48,2015/12/11 12:09,Expired
R000002448,21500339,BT00000004,21.17,6.86,2015/12/11 13:49,Expired
R000002449,21500334,BT00000003,16.2,5.25,2015/12/11 15:27,Expired
R000002450,21500342,BT00000006,11.57,4.3,2015/12/11 21:20,Expired
R000002451,21500334,BT00000005,20.36,17.55,2015/12/11 21:45,Expired
R000002452,21500351,BT00000003,19.77,6.67,2015/12/12 00:17,Expired
R000002453,21500348,BT00000006,19.08,19.81,2015/12/12 02:21,Expired
R000002454,21500345,BT00000004,19.71,21.55,2015/12/12 03:13,Expired
R000002455,21500347,BT00000005,21.53,6.14,2015/12/12 03:51,Expired
R000002456,21500346,BT00000004,8.62,7.65,2015/12/12 07:37,Expired
R000002457,21500350,BT00000001,8.25,10.2,2015/12/12 09:18,Expired
R000002458,21500346,BT00000001,10.67,5.44,2015/12/12 09:50,Expired
R000002460,21500349,BT00000004,6.42,24.3,2015/12/12 15:13,Expired
R000002462,21500345,BT00000007,9.65,11.85,2015/12/12 16:53,Expired
R000002463,21500348,BT00000007,15.09,20.11,2015/12/12 17:27,Expired
R000002464,21500345,BT00000006,8.12,20.72,2015/12/12 22:00,Expired
R000002465,21500350,BT00000006,19.8,18.57,2015/12/12 23:06,Expired
R000002466,21500344,BT00000001,11.87,5.06,2015/12/12 23:59,Expired
R000002467,21500353,BT00000003,16.58,14.35,2015/12/13 08:38,Expired
R000002468,21500353,BT00000007,19.48,18.88,2015/12/13 12:20,Expired
R000002469,21500359,BT00000005,7.55,24.13,2015/12/14 05:43,Expired
R000002470,21500363,BT00000005,8.06,20.24,2015/12/14 10:57,Expired
R000002471,21500358,BT00000002,15.52,21.48,2015/12/14 10:59,Expired
R000002472,21500357,BT00000001,15.87,11.12,2015/12/14 14:29,Expired
R000002473,21500362,BT00000002,18.77,13.04,2015/12/14 16:13,Expired
R000002474,21500359,BT00000003,11.42,22.58,2015/12/14 21:30,Expired
R000002475,21500357,BT00000002,19.38,16.13,2015/12/14 21:48,Expired
R000002476,21500369,BT00000005,19.17,13.9,2015/12/15 02:04,Expired
R000002477,21500369,BT00000006,2.05,9.31,2015/12/15 02:38,Expired
R000002478,21500370,BT00000004,24.83,1.93,2015/12/15 20:55,Expired
R000002479,21500370,BT00000007,7.07,10.57,2015/12/15 23:06,Expired
R000002480,21500374,BT00000007,12.34,7.1,2015/12/16 01:29,Expired
R000002481,21500372,BT00000002,10.32,19.81,2015/12/16 11:30,Expired
R000002482,21500376,BT00000007,16.69,4.98,2015/12/16 15:29,Expired
R000002483,21500375,BT00000001,17.01,12.26,2015/12/16 15:41,Expired
R000002484,21500381,BT00000002,2.89,10.76,2015/12/16 19:34,Expired
R000002485,21500371,BT00000006,20.36,10.09,2015/12/16 19:55,Expired
R000002486,21500376,BT00000005,14.68,4.21,2015/12/16 19:57,Expired
R000002487,21500380,BT00000002,24.92,5.85,2015/12/16 23:26,Expired
R000002488,21500372,BT00000001,9.37,9.22,2015/12/16 23:40,Expired
R000002489,21500383,BT00000007,8.38,2.35,2015/12/17 14:12,Expired
R000002490,21500383,BT00000004,16.98,14.43,2015/12/17 19:14,Expired
R000002491,21500392,BT00000007,18.47,8.52,2015/12/18 00:06,Expired
R000002492,21500392,BT00000006,20.8,23.27,2015/12/18 04:47,Expired
R000002493,21500395,BT00000003,23.03,6.3,2015/12/18 04:49,Expired
R000002494,21500393,BT00000007,7.3,6.63,2015/12/18 05:48,Expired
R000002495,21500386,BT00000004,19.96,21.17,2015/12/18 09:29,Expired
R000002496,21500388,BT00000007,3.34,7.84,2015/12/18 13:22,Expired
R000002497,21500389,BT00000004,9.21,23.58,2015/12/18 13:39,Expired
R000002498,21500390,BT00000005,5.31,3.37,2015/12/18 14:12,Expired
R000002500,21500391,BT00000005,8.06,11.72,2015/12/18 18:50,Expired
R000002501,21500388,BT00000004,14.72,10.83,2015/12/18 19:48,Expired
R000002502,21500400,BT00000003,20.11,19.75,2015/12/19 00:23,Expired
R000002503,21500399,BT00000003,5.68,4.41,2015/12/19 03:56,Expired
R000002504,21500398,BT00000004,8.79,13.01,2015/12/19 04:06,Expired
R000002505,21500402,BT00000006,5.97,4.88,2015/12/19 13:15,Expired
R000002506,21500402,BT00000003,2.67,5.2,2015/12/19 15:17,Expired
R000002507,21500402,BT00000005,19.12,16.89,2015/12/19 21:00,Expired
R000002508,21500408,BT00000004,3.4,13.41,2015/12/20 03:11,Expired
R000002509,21500405,BT00000001,17.29,17.32,2015/12/20 13:31,Expired
R000002510,21500403,BT00000001,7.35,14.07,2015/12/20 13:49,Expired
R000002511,21500404,BT00000005,17.74,4.43,2015/12/20 17:38,Expired
R000002512,21500403,BT00000007,14.62,19.94,2015/12/20 20:17,Expired
R000002514,21500415,BT00000005,20.73,17.97,2015/12/21 01:19,Expired
R000002515,21500418,BT00000006,21.15,2.33,2015/12/21 01:25,Expired
R000002516,21500418,BT00000002,22.73,12.87,2015/12/21 01:53,Expired
R000002517,21500417,BT00000005,13.79,14.28,2015/12/21 03:22,Expired
R000002518,21500417,BT00000003,8.65,9.35,2015/12/21 04:32,Expired
R000002519,21500411,BT00000001,10.41,9.78,2015/12/21 07:06,Expired
R000002521,21500421,BT00000007,12.01,15.62,2015/12/22 00:22,Expired
R000002522,21500420,BT00000003,3.88,8.84,2015/12/22 00:59,Expired
R000002523,21500433,BT00000006,7.91,3.63,2015/12/23 01:42,Expired
R000002524,21500433,BT00000007,8.81,6.66,2015/12/23 02:25,Expired
R000002525,21500426,BT00000005,21.5,13.92,2015/12/23 04:44,Expired
R000002526,21500434,BT00000006,20.24,16.85,2015/12/23 05:29,Expired
R000002527,21500425,BT00000004,22.59,6.62,2015/12/23 09:21,Expired
R000002528,21500427,BT00000004,2.29,14.17,2015/12/23 12:44,Expired
R000002529,21500425,BT00000005,3.14,21.36,2015/12/23 13:35,Expired
R000002530,21500430,BT00000006,21.23,5.49,2015/12/23 19:24,Expired
R000002531,21500436,BT00000003,4.8,4.34,2015/12/25 00:11,Expired
R000002532,21500440,BT00000004,24.35,15.69,2015/12/25 07:03,Expired
R000002533,21500440,BT00000007,22.19,11.61,2015/12/25 07:49,Expired
R000002534,21500439,BT00000004,10.16,24.94,2015/12/25 17:48,Expired
R000002535,21500438,BT00000003,20.56,1.94,2015/12/25 19:13,Expired
R000002536,21500448,BT00000006,17.04,12.38,2015/12/26 07:30,Expired
R000002537,21500452,BT00000003,22.8,13.27,2015/12/26 07:32,Expired
R000002538,21500449,BT00000007,12.77,13.19,2015/12/26 08:57,Expired
R000002539,21500444,BT00000002,13.16,11.73,2015/12/26 13:43,Expired
R000002540,21500443,BT00000005,19.71,5.86,2015/12/26 17:08,Expired
R000002541,21500443,BT00000002,10.38,22.21,2015/12/26 17:53,Expired
R000002542,21500449,BT00000006,2.78,4.03,2015/12/26 22:23,Expired
R000002543,21500448,BT00000002,2.37,22.9,2015/12/26 22:57,Expired
R000002544,21500454,BT00000004,4.06,11.06,2015/12/27 16:51,Expired
R000002545,21500466,BT00000005,23.93,14.55,2015/12/28 00:39,Expired
R000002546,21500464,BT00000006,7.84,13.66,2015/12/28 03:47,Expired
R000002547,21500458,BT00000002,1.52,23.88,2015/12/28 06:24,Expired
R000002548,21500461,BT00000001,14.2,3.94,2015/12/28 06:44,Expired
R000002549,21500460,BT00000006,6.28,13.77,2015/12/28 12:02,Expired
R000002550,21500458,BT00000004,16.23,1.76,2015/12/28 13:39,Expired
R000002552,21500462,BT00000001,14.89,15.66,2015/12/28 22:59,Expired
R000002553,21500468,BT00000005,9.94,4.72,2015/12/28 23:17,Expired
R000002554,21500469,BT00000005,5.01,8.42,2015/12/29 03:34,Expired
R000002555,21500470,BT00000003,18.41,16.89,2015/12/29 09:57,Expired
R000002557,21500472,BT00000006,15.1,22.27,2015/12/29 12:34,Expired
R000002558,21500470,BT00000001,9.71,3.55,2015/12/29 14:38,Expired
R000002559,21500472,BT00000002,21.96,8.78,2015/12/29 14:56,Expired
R000002560,21500470,BT00000002,16.78,20.08,2015/12/29 15:16,Expired
R000002561,21500469,BT00000006,12.93,24.71,2015/12/29 18:24,Expired
R000002562,21500476,BT00000006,16.21,19.42,2015/12/30 02:01,Expired
R000002563,21500482,BT00000002,3.27,15.08,2015/12/30 04:56,Expired
R000002564,21500474,BT00000006,6.04,24.58,2015/12/30 05:18,Expired
R000002565,21500483,BT00000001,16.18,12.73,2015/12/30 06:01,Expired
R000002566,21500479,BT00000004,9.13,12.24,2015/12/30 08:16,Expired
R000002567,21500474,BT00000002,6.6,15.16,2015/12/30 11:27,Expired
R000002568,21500482,BT00000001,22.83,21.74,2015/12/30 11:31,Expired
R000002569,21500480,BT00000007,13.84,17.17,2015/12/30 13:30,Expired
R000002570,21500478,BT00000006,6.88,17.82,2015/12/30 13:37,Expired
R000002571,21500475,BT00000005,10.32,15.63,2015/12/30 14:50,Expired
R000002572,21500481,BT00000002,13.73,4.64,2015/12/30 15:35,Expired
R000002573,21500475,BT00000003,3.93,5.2,2015/12/30 18:42,Expired
R000002574,21500477,BT00000003,22.51,16.14,2015/12/30 22:44,Expired
R000002575,21500481,BT00000003,8.8,19.8,2015/12/30 23:45,Expired
R000002576,21500486,BT00000006,23.26,21.97,2015/12/31 21:03,Expired
R000002577,21500492,BT00000005,11.72,13.37,2016/1/1 01:27,Expired
R000002578,21500493,BT00000002,20.39,10.04,2016/1/1 07:27,Expired
R000002579,21500491,BT00000004,3.22,4.86,2016/1/1 08:50,Expired
R000002580,21500491,BT00000003,12.56,2.08,2016/1/1 17:39,Expired
R000002581,21500494,BT00000006,22.95,11.44,2016/1/1 19:20,Expired
R000002582,21500492,BT00000007,7.55,15.9,2016/1/1 19:29,Expired
R000002583,21500494,BT00000007,7.01,2.63,2016/1/1 19:43,Expired
R000002585,21500497,BT00000005,1.57,15.97,2016/1/2 00:03,Expired
R000002586,21500498,BT00000001,4.99,12.95,2016/1/2 01:11,Expired
R000002587,21500495,BT00000006,3.33,19.77,2016/1/2 01:39,Expired
R000002588,21500502,BT00000007,16.1,23.86,2016/1/2 02:03,Expired
R000002589,21500495,BT00000004,24.01,21.48,2016/1/2 04:42,Expired
R000002590,21500497,BT00000006,23.72,15.38,2016/1/2 05:24,Expired
R000002591,21500505,BT00000005,16.43,13.21,2016/1/2 11:16,Expired
R000002592,21500504,BT00000006,21.79,21.98,2016/1/2 13:13,Expired
R000002593,21500501,BT00000004,21.9,4.56,2016/1/2 15:47,Expired
R000002594,21500501,BT00000005,20.33,23.31,2016/1/2 16:37,Expired
R000002595,21500497,BT00000003,22.68,16.66,2016/1/2 21:25,Expired
R000002596,21500504,BT00000001,9.99,17.15,2016/1/2 22:12,Expired
R000002597,21500507,BT00000006,2.66,20.49,2016/1/3 10:44,Expired
R000002598,21500509,BT00000006,5.14,12.37,2016/1/3 19:11,Expired
R000002599,21500508,BT00000004,21.79,4.86,2016/1/3 20:06,Expired
R000002600,21500516,BT00000001,1.86,5.76,2016/1/4 05:32,Expired
R000002601,21500515,BT00000005,9.47,3.72,2016/1/4 10:49,Expired
R000002602,21500511,BT00000007,21.9,8.96,2016/1/4 17:06,Expired
R000002603,21500512,BT00000001,14.98,19.89,2016/1/4 17:41,Expired
R000002605,21500517,BT00000002,4.29,15.3,2016/1/4 21:20,Expired
R000002606,21500518,BT00000006,10.54,6.04,2016/1/4 23:57,Expired
R000002607,21500522,BT00000007,13.33,13.52,2016/1/5 13:45,Expired
R000002608,21500521,BT00000002,19.05,8.65,2016/1/5 16:16,Expired
R000002609,21500521,BT00000003,24.01,9.75,2016/1/5 20:54,Expired
R000002610,21500522,BT00000006,11.08,14.15,2016/1/5 21:45,Expired
R000002611,21500529,BT00000001,12.39,20.96,2016/1/6 00:03,Expired
R000002612,21500532,BT00000003,11.25,7.3,2016/1/6 01:49,Expired
R000002613,21500535,BT00000001,2.71,23.88,2016/1/6 02:19,Expired
R000002614,21500531,BT00000002,1.51,18.3,2016/1/6 04:42,Expired
R000002615,21500526,BT00000004,24.26,24.99,2016/1/6 08:21,Expired
R000002616,21500535,BT00000004,18.72,18.52,2016/1/6 08:34,Expired
R000002617,21500527,BT00000003,13.54,20.95,2016/1/6 10:04,Expired
R000002618,21500530,BT00000007,15.9,12.11,2016/1/6 15:05,Expired
R000002619,21500526,BT00000002,9.73,13.15,2016/1/6 18:26,Expired
R000002621,21500534,BT00000002,6.76,19.64,2016/1/6 20:45,Expired
R000002622,21500529,BT00000006,13.2,2.97,2016/1/6 21:46,Expired
R000002623,21500536,BT00000007,6.13,3.8,2016/1/7 02:28,Expired
R000002624,21500538,BT00000004,21.35,19.76,2016/1/7 09:47,Expired
R000002625,21500538,BT00000001,7.6,6.87,2016/1/7 21:58,Expired
R000002626,21500549,BT00000006,10.42,5.83,2016/1/8 03:38,Expired
R000002627,21500542,BT00000003,11.08,21.45,2016/1/8 04:21,Expired
R000002628,21500548,BT00000006,24.27,7.87,2016/1/8 10:10,Expired
R000002629,21500547,BT00000003,1.77,7.45,2016/1/8 12:05,Expired
R000002630,21500542,BT00000006,16.99,5.4,2016/1/8 14:52,Expired
R000002632,21500547,BT00000002,9.23,10.34,2016/1/8 20:43,Expired
R000002633,21500554,BT00000007,16.05,16.09,2016/1/9 02:00,Expired
R000002634,21500556,BT00000002,20.87,13.34,2016/1/9 12:27,Expired
R000002635,21500562,BT00000003,6.49,11.2,2016/1/10 05:08,Expired
R000002636,21500565,BT00000004,9.84,18.93,2016/1/10 06:23,Expired
R000002637,21500562,BT00000006,13.56,11.23,2016/1/10 06:27,Expired
R000002638,21500561,BT00000003,17.6,11.35,2016/1/10 08:59,Expired
R000002639,21500557,BT00000001,19.05,17.15,2016/1/10 15:59,Expired
R000002640,21500558,BT00000002,13.57,4.32,2016/1/10 20:51,Expired
R000002641,21500564,BT00000006,11.25,23.18,2016/1/10 21:18,Expired
R000002642,21500565,BT00000002,9.27,17.17,2016/1/10 21:25,Expired
R000002643,21500565,BT00000007,21.57,15.28,2016/1/10 23:16,Expired
R000002644,21500560,BT00000005,10.59,1.98,2016/1/10 23:55,Expired
R000002645,21500567,BT00000001,1.55,23.56,2016/1/11 01:36,Expired
R000002646,21500568,BT00000001,9.94,10.59,2016/1/11 03:21,Expired
R000002647,21500566,BT00000007,15.06,5.28,2016/1/11 07:07,Expired
R000002649,21500568,BT00000007,4.56,21.23,2016/1/11 13:11,Expired
R000002650,21500574,BT00000007,9.92,24.71,2016/1/12 04:19,Expired
R000002651,21500569,BT00000007,15.85,14.68,2016/1/12 08:03,Expired
R000002652,21500569,BT00000006,20.5,20.3,2016/1/12 08:41,Expired
R000002653,21500571,BT00000001,11.25,8.28,2016/1/12 09:33,Expired
R000002654,21500569,BT00000005,24.91,2.85,2016/1/12 14:47,Expired
R000002655,21500573,BT00000003,5.65,7.83,2016/1/12 20:46,Expired
R000002656,21500572,BT00000002,14.59,10.46,2016/1/12 23:06,Expired
R000002657,21500586,BT00000001,2.18,11.08,2016/1/13 03:25,Expired
R000002658,21500579,BT00000005,2.36,6.11,2016/1/13 03:30,Expired
R000002660,21500584,BT00000007,6.86,19.31,2016/1/13 05:23,Expired
R000002661,21500582,BT00000001,4.01,23.54,2016/1/13 06:46,Expired
R000002662,21500584,BT00000001,20.54,8.84,2016/1/13 07:30,Expired
R000002663,21500585,BT00000001,16.24,17.78,2016/1/13 12:26,Expired
R000002664,21500586,BT00000006,9.39,3.76,2016/1/13 14:39,Expired
R000002665,21500584,BT00000004,16.63,16.19,2016/1/13 14:43,Expired
R000002666,21500581,BT00000004,8.68,24.96,2016/1/13 17:10,Expired
R000002667,21500579,BT00000004,23.46,22.58,2016/1/13 17:54,Expired
R000002669,21500590,BT00000004,8.65,24.13,2016/1/14 03:41,Expired
R000002670,21500589,BT00000005,23.85,21.76,2016/1/14 03:50,Expired
R000002671,21500588,BT00000001,20.24,14.73,2016/1/14 23:22,Expired
R000002672,21500594,BT00000001,12.61,4.4,2016/1/15 06:52,Expired
R000002673,21500599,BT00000003,24.23,10.67,2016/1/15 09:47,Expired
R000002674,21500599,BT00000001,4.07,19.71,2016/1/15 16:20,Expired
R000002675,21500593,BT00000007,12.51,4.8,2016/1/15 20:31,Expired
R000002676,21500593,BT00000002,19.02,24.18,2016/1/15 23:55,Expired
R000002677,21500602,BT00000002,5.33,4.47,2016/1/16 02:47,Expired
R000002678,21500603,BT00000004,18.17,10.6,2016/1/16 05:18,Expired
R000002679,21500602,BT00000005,12.48,8.21,2016/1/16 08:09,Expired
R000002680,21500607,BT00000006,23.46,3.33,2016/1/16 14:27,Expired
R000002681,21500603,BT00000006,14.08,10.54,2016/1/16 15:16,Expired
R000002682,21500604,BT00000004,16.29,11.28,2016/1/16 17:11,Expired
R000002683,21500614,BT00000005,13.65,4.4,2016/1/17 03:40,Expired
R000002684,21500610,BT00000005,6.85,5.89,2016/1/17 04:34,Expired
R000002685,21500612,BT00000001,2.55,8.06,2016/1/17 05:47,Expired
R000002686,21500613,BT00000004,20.76,7.81,2016/1/17 06:25,Expired
R000002687,21500611,BT00000005,8.12,6.41,2016/1/17 07:52,Expired
R000002689,21500611,BT00000001,6.4,3.22,2016/1/17 14:09,Expired
R000002690,21500618,BT00000007,16.07,16.04,2016/1/18 02:29,Expired
R000002691,21500620,BT00000005,10.05,15.21,2016/1/18 07:55,Expired
R000002692,21500617,BT00000003,14.05,1.81,2016/1/18 11:37,Expired
R000002693,21500626,BT00000007,18.92,7.61,2016/1/19 03:22,Expired
R000002694,21500628,BT00000006,8.37,4.77,2016/1/19 10:29,Expired
R000002695,21500628,BT00000003,13.06,2.35,2016/1/19 14:05,Expired
R000002696,21500632,BT00000005,9.48,24.37,2016/1/20 00:30,Expired
R000002697,21500630,BT00000004,16.69,1.79,2016/1/20 00:33,Expired
R000002698,21500632,BT00000004,7.74,20.13,2016/1/20 03:05,Expired
R000002699,21500636,BT00000001,14.45,14.47,2016/1/20 03:49,Expired
R000002700,21500632,BT00000002,12.91,6.06,2016/1/20 11:27,Expired
R000002701,21500638,BT00000002,15.88,10.91,2016/1/20 15:45,Expired
R000002702,21500634,BT00000002,6.55,10.76,2016/1/20 20:55,Expired
R000002703,21500630,BT00000001,16.5,5.44,2016/1/20 22:11,Expired
R000002704,21500638,BT00000007,6.71,6.31,2016/1/20 23:06,Expired
R000002705,21500643,BT00000001,21.03,6.43,2016/1/21 08:22,Expired
R000002706,21500642,BT00000007,16.18,7.44,2016/1/21 12:29,Expired
R000002707,21500642,BT00000004,24.4,19.37,2016/1/21 20:14,Expired
R000002708,21500647,BT00000004,17.15,23.55,2016/1/22 13:39,Expired
R000002709,21500653,BT00000002,22.7,21.03,2016/1/22 20:32,Expired
R000002710,21500648,BT00000007,20.52,22.59,2016/1/22 21:23,Expired
R000002711,21500661,BT00000003,19.35,6.65,2016/1/23 02:54,Expired
R000002713,21500663,BT00000006,11.3,3.99,2016/1/23 09:34,Expired
R000002714,21500657,BT00000004,12.74,5.7,2016/1/23 19:41,Expired
R000002715,21500664,BT00000006,23.53,4.73,2016/1/24 23:32,Expired
R000002716,21500670,BT00000004,16.72,7.92,2016/1/25 13:33,Expired
R000002717,21500667,BT00000006,5.71,2.33,2016/1/25 17:39,Expired
R000002718,21500673,BT00000002,17.47,6.13,2016/1/25 20:27,Expired
R000002719,21500682,BT00000004,11.02,19.26,2016/1/26 00:46,Expired
R000002720,21500677,BT00000007,19.95,9.14,2016/1/26 01:12,Expired
R000002721,21500682,BT00000007,20.61,4.8,2016/1/26 02:01,Expired
R000002722,21500680,BT00000007,18.83,5.31,2016/1/26 04:47,Expired
R000002723,21500681,BT00000002,20.38,2.79,2016/1/26 06:31,Expired
R000002724,21500681,BT00000005,3.62,17.09,2016/1/26 07:55,Expired
R000002725,21500683,BT00000005,6.68,24.05,2016/1/26 10:30,Expired
R000002726,21500680,BT00000003,12.85,10.72,2016/1/26 12:31,Expired
R000002727,21500681,BT00000004,14.31,9.72,2016/1/26 15:58,Expired
R000002728,21500683,BT00000001,23.76,6.36,2016/1/26 18:10,Expired
R000002729,21500687,BT00000007,2.49,19.45,2016/1/27 17:47,Expired
R000002730,21500687,BT00000003,4.18,9.03,2016/1/27 20:50,Expired
R000002731,21500694,BT00000001,15.46,17.73,2016/1/28 00:22,Expired
R000002732,21500696,BT00000007,15.44,12.87,2016/1/28 02:07,Expired
R000002733,21500692,BT00000004,15.12,21.7,2016/1/28 03:05,Expired
R000002735,21500695,BT00000004,13.42,11.51,2016/1/28 09:07,Expired
R000002736,21500693,BT00000005,19.47,3.12,2016/1/28 18:11,Expired
R000002737,21500696,BT00000005,5.81,9.51,2016/1/28 20:08,Expired
R000002738,21500704,BT00000002,24.08,14.23,2016/1/29 08:47,Expired
